"LG"	"frag"	"source"	"feature"	"start"	"end"	"dot1"	"strand"	"dot2"	"OR"	"Feature_title"	"LG_common_name"	"LG_start"	"LG_end"	"suffix"	"length"	"structure"	"converted_start"	"converted_end"	"converted_midpoint"	"relative.start"	"relative.end"	"OR_NAME"	"SPECIES"	"SP_CODE"	"NUMBER"	"SUFFIX"	"OR_GROUP"	"LAMPYRID"	"KNOWN_LIGAND"
"302"	"NW_022170878"	"77"	"Geneious"	"exon"	84063	84323	"."	"-"	"."	"PpyrOR33PSE"	"Exon CD"	"LG9"	0	24427974	"PSE"	260	"A3B Fragment 1,A3B Fragment 2,CD,E"	15484063	15484323	15484193	408	668	"PpyrOR33PSE"	"Photinus pyralis"	"Ppyr"	33	"PSE"	"2B"	"yes"	"no"
"303"	"NW_022170878"	"77"	"Geneious"	"exon"	84374	84493	"."	"-"	"."	"PpyrOR33PSE"	"Exon A3B Fragment 2"	"LG9"	0	24427974	"PSE"	119	"A3B Fragment 1,A3B Fragment 2,CD,E"	15484374	15484493	15484433.5	238	357	"PpyrOR33PSE"	"Photinus pyralis"	"Ppyr"	33	"PSE"	"2B"	"yes"	"no"
"304"	"NW_022170878"	"77"	"Geneious"	"exon"	84495	84731	"."	"-"	"."	"PpyrOR33PSE"	"Exon A3B Fragment 1"	"LG9"	0	24427974	"PSE"	236	"A3B Fragment 1,A3B Fragment 2,CD,E"	15484495	15484731	15484613	0	236	"PpyrOR33PSE"	"Photinus pyralis"	"Ppyr"	33	"PSE"	"2B"	"yes"	"no"
"305"	"NW_022170878"	"77"	"R"	"total"	83959	84731	"."	"-"	"."	"PpyrOR33PSE"	"Total length"	"LG9"	0	24427974	"PSE"	772	"A3B Fragment 1,A3B Fragment 2,CD,E"	15483959	15484731	15484345	0	772	"PpyrOR33PSE"	"Photinus pyralis"	"Ppyr"	33	"PSE"	"2B"	"yes"	"no"
"306"	"NW_022170878"	"77"	"R"	"intron"	84494	84494	"."	"-"	"."	"PpyrOR33PSE"	"Intron 1"	"LG9"	0	24427974	"PSE"	0	"A3B Fragment 1,A3B Fragment 2,CD,E"	15484494	15484494	15484494	237	237	"PpyrOR33PSE"	"Photinus pyralis"	"Ppyr"	33	"PSE"	"2B"	"yes"	"no"
"307"	"NW_022170878"	"77"	"R"	"intron"	84373	84324	"."	"-"	"."	"PpyrOR33PSE"	"Intron 2"	"LG9"	0	24427974	"PSE"	49	"A3B Fragment 1,A3B Fragment 2,CD,E"	15484373	15484324	15484348.5	407	358	"PpyrOR33PSE"	"Photinus pyralis"	"Ppyr"	33	"PSE"	"2B"	"yes"	"no"
"308"	"NW_022170878"	"77"	"R"	"intron"	84062	84010	"."	"-"	"."	"PpyrOR33PSE"	"Intron 3"	"LG9"	0	24427974	"PSE"	52	"A3B Fragment 1,A3B Fragment 2,CD,E"	15484062	15484010	15484036	721	669	"PpyrOR33PSE"	"Photinus pyralis"	"Ppyr"	33	"PSE"	"2B"	"yes"	"no"
"309"	"NW_022170878"	"77"	"Geneious"	"CDS"	86144	86194	"."	"-"	"."	"PpyrOR34"	"Exon E"	"LG9"	0	24427974	""	50	"A1,A2,A3B,CD,E"	15486144	15486194	15486169	1279	1329	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"310"	"NW_022170878"	"77"	"Geneious"	"CDS"	86248	86508	"."	"-"	"."	"PpyrOR34"	"Exon CD"	"LG9"	0	24427974	""	260	"A1,A2,A3B,CD,E"	15486248	15486508	15486378	965	1225	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"311"	"NW_022170878"	"77"	"Geneious"	"CDS"	86559	87011	"."	"-"	"."	"PpyrOR34"	"Exon A3B"	"LG9"	0	24427974	""	452	"A1,A2,A3B,CD,E"	15486559	15487011	15486785	462	914	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"312"	"NW_022170878"	"77"	"Geneious"	"CDS"	87060	87199	"."	"-"	"."	"PpyrOR34"	"Exon A2"	"LG9"	0	24427974	""	139	"A1,A2,A3B,CD,E"	15487060	15487199	15487129.5	274	413	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"313"	"NW_022170878"	"77"	"Geneious"	"CDS"	87257	87473	"."	"-"	"."	"PpyrOR34"	"Exon A1"	"LG9"	0	24427974	""	216	"A1,A2,A3B,CD,E"	15487257	15487473	15487365	0	216	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"314"	"NW_022170878"	"77"	"R"	"total"	86144	87473	"."	"-"	"."	"PpyrOR34"	"Total length"	"LG9"	0	24427974	""	1329	"A1,A2,A3B,CD,E"	15486144	15487473	15486808.5	0	1329	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"315"	"NW_022170878"	"77"	"R"	"intron"	87256	87200	"."	"-"	"."	"PpyrOR34"	"Intron 1"	"LG9"	0	24427974	""	56	"A1,A2,A3B,CD,E"	15487256	15487200	15487228	273	217	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"316"	"NW_022170878"	"77"	"R"	"intron"	87059	87012	"."	"-"	"."	"PpyrOR34"	"Intron 2"	"LG9"	0	24427974	""	47	"A1,A2,A3B,CD,E"	15487059	15487012	15487035.5	461	414	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"317"	"NW_022170878"	"77"	"R"	"intron"	86558	86509	"."	"-"	"."	"PpyrOR34"	"Intron 3"	"LG9"	0	24427974	""	49	"A1,A2,A3B,CD,E"	15486558	15486509	15486533.5	964	915	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"318"	"NW_022170878"	"77"	"R"	"intron"	86247	86195	"."	"-"	"."	"PpyrOR34"	"Intron 4"	"LG9"	0	24427974	""	52	"A1,A2,A3B,CD,E"	15486247	15486195	15486221	1278	1226	"PpyrOR34"	"Photinus pyralis"	"Ppyr"	34	""	"2B"	"yes"	"no"
"319"	"NW_022170511"	"12"	"Geneious"	"exon"	166050	166263	"."	"+"	"."	"PpyrOR35PSE"	"Exon A1"	"LG4"	0	50607672	"PSE"	213	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566050	2566263	2566156.5	0	213	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"320"	"NW_022170511"	"12"	"Geneious"	"exon"	166320	166459	"."	"+"	"."	"PpyrOR35PSE"	"Exon A2"	"LG4"	0	50607672	"PSE"	139	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566320	2566459	2566389.5	270	409	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"321"	"NW_022170511"	"12"	"Geneious"	"exon"	166509	166598	"."	"+"	"."	"PpyrOR35PSE"	"Exon A3B Fragment 1"	"LG4"	0	50607672	"PSE"	89	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566509	2566598	2566553.5	459	548	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"322"	"NW_022170511"	"12"	"Geneious"	"exon"	166601	166969	"."	"+"	"."	"PpyrOR35PSE"	"Exon A3B Fragment 2"	"LG4"	0	50607672	"PSE"	368	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566601	2566969	2566785	551	919	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"323"	"NW_022170511"	"12"	"Geneious"	"exon"	167021	167281	"."	"+"	"."	"PpyrOR35PSE"	"Exon CD"	"LG4"	0	50607672	"PSE"	260	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2567021	2567281	2567151	971	1231	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"324"	"NW_022170511"	"12"	"Geneious"	"exon"	167334	167384	"."	"+"	"."	"PpyrOR35PSE"	"Exon E"	"LG4"	0	50607672	"PSE"	50	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2567334	2567384	2567359	1284	1334	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"325"	"NW_022170511"	"12"	"R"	"total"	166050	167384	"."	"+"	"."	"PpyrOR35PSE"	"Total length"	"LG4"	0	50607672	"PSE"	1334	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566050	2567384	2566717	0	1334	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"326"	"NW_022170511"	"12"	"R"	"intron"	166264	166319	"."	"+"	"."	"PpyrOR35PSE"	"Intron 1"	"LG4"	0	50607672	"PSE"	55	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566264	2566319	2566291.5	214	269	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"327"	"NW_022170511"	"12"	"R"	"intron"	166460	166508	"."	"+"	"."	"PpyrOR35PSE"	"Intron 2"	"LG4"	0	50607672	"PSE"	48	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566460	2566508	2566484	410	458	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"328"	"NW_022170511"	"12"	"R"	"intron"	166599	166600	"."	"+"	"."	"PpyrOR35PSE"	"Intron 3"	"LG4"	0	50607672	"PSE"	1	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566599	2566600	2566599.5	549	550	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"329"	"NW_022170511"	"12"	"R"	"intron"	166970	167020	"."	"+"	"."	"PpyrOR35PSE"	"Intron 4"	"LG4"	0	50607672	"PSE"	50	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2566970	2567020	2566995	920	970	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"330"	"NW_022170511"	"12"	"R"	"intron"	167282	167333	"."	"+"	"."	"PpyrOR35PSE"	"Intron 5"	"LG4"	0	50607672	"PSE"	51	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	2567282	2567333	2567307.5	1232	1283	"PpyrOR35PSE"	"Photinus pyralis"	"Ppyr"	35	"PSE"	"2B"	"yes"	"no"
"331"	"NW_022170511"	"12"	"Geneious"	"exon"	171928	172141	"."	"+"	"."	"PpyrOR36"	"Exon A1"	"LG4"	0	50607672	""	213	"A1,A2,A3B,CD,E"	2571928	2572141	2572034.5	0	213	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"332"	"NW_022170511"	"12"	"Geneious"	"exon"	172194	172333	"."	"+"	"."	"PpyrOR36"	"Exon A2"	"LG4"	0	50607672	""	139	"A1,A2,A3B,CD,E"	2572194	2572333	2572263.5	266	405	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"333"	"NW_022170511"	"12"	"Geneious"	"exon"	172383	172847	"."	"+"	"."	"PpyrOR36"	"Exon A3B"	"LG4"	0	50607672	""	464	"A1,A2,A3B,CD,E"	2572383	2572847	2572615	455	919	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"334"	"NW_022170511"	"12"	"Geneious"	"exon"	172899	173159	"."	"+"	"."	"PpyrOR36"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3B,CD,E"	2572899	2573159	2573029	971	1231	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"335"	"NW_022170511"	"12"	"Geneious"	"exon"	173215	173265	"."	"+"	"."	"PpyrOR36"	"Exon E"	"LG4"	0	50607672	""	50	"A1,A2,A3B,CD,E"	2573215	2573265	2573240	1287	1337	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"336"	"NW_022170511"	"12"	"R"	"total"	171928	173265	"."	"+"	"."	"PpyrOR36"	"Total length"	"LG4"	0	50607672	""	1337	"A1,A2,A3B,CD,E"	2571928	2573265	2572596.5	0	1337	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"337"	"NW_022170511"	"12"	"R"	"intron"	172142	172193	"."	"+"	"."	"PpyrOR36"	"Intron 1"	"LG4"	0	50607672	""	51	"A1,A2,A3B,CD,E"	2572142	2572193	2572167.5	214	265	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"338"	"NW_022170511"	"12"	"R"	"intron"	172334	172382	"."	"+"	"."	"PpyrOR36"	"Intron 2"	"LG4"	0	50607672	""	48	"A1,A2,A3B,CD,E"	2572334	2572382	2572358	406	454	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"339"	"NW_022170511"	"12"	"R"	"intron"	172848	172898	"."	"+"	"."	"PpyrOR36"	"Intron 3"	"LG4"	0	50607672	""	50	"A1,A2,A3B,CD,E"	2572848	2572898	2572873	920	970	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"340"	"NW_022170511"	"12"	"R"	"intron"	173160	173214	"."	"+"	"."	"PpyrOR36"	"Intron 4"	"LG4"	0	50607672	""	54	"A1,A2,A3B,CD,E"	2573160	2573214	2573187	1232	1286	"PpyrOR36"	"Photinus pyralis"	"Ppyr"	36	""	"2B"	"yes"	"no"
"341"	"NW_022170249"	"277"	"Geneious"	"exon"	17684	17740	"."	"-"	"."	"PpyrOR37"	"Exon E"	"LG1"	0	70905644	""	56	"A1,A2,A3B,CD,E"	55417684	55417740	55417712	1299	1355	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"342"	"NW_022170249"	"277"	"Geneious"	"exon"	17788	18048	"."	"-"	"."	"PpyrOR37"	"Exon CD"	"LG1"	0	70905644	""	260	"A1,A2,A3B,CD,E"	55417788	55418048	55417918	991	1251	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"343"	"NW_022170249"	"277"	"Geneious"	"exon"	18094	18591	"."	"-"	"."	"PpyrOR37"	"Exon A3B"	"LG1"	0	70905644	""	497	"A1,A2,A3B,CD,E"	55418094	55418591	55418342.5	448	945	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"344"	"NW_022170249"	"277"	"Geneious"	"exon"	18639	18778	"."	"-"	"."	"PpyrOR37"	"Exon A2"	"LG1"	0	70905644	""	139	"A1,A2,A3B,CD,E"	55418639	55418778	55418708.5	261	400	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"345"	"NW_022170249"	"277"	"Geneious"	"exon"	18829	19039	"."	"-"	"."	"PpyrOR37"	"Exon A1"	"LG1"	0	70905644	""	210	"A1,A2,A3B,CD,E"	55418829	55419039	55418934	0	210	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"346"	"NW_022170249"	"277"	"R"	"total"	17684	19039	"."	"-"	"."	"PpyrOR37"	"Total length"	"LG1"	0	70905644	""	1355	"A1,A2,A3B,CD,E"	55417684	55419039	55418361.5	0	1355	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"347"	"NW_022170249"	"277"	"R"	"intron"	18828	18779	"."	"-"	"."	"PpyrOR37"	"Intron 1"	"LG1"	0	70905644	""	49	"A1,A2,A3B,CD,E"	55418828	55418779	55418803.5	260	211	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"348"	"NW_022170249"	"277"	"R"	"intron"	18638	18592	"."	"-"	"."	"PpyrOR37"	"Intron 2"	"LG1"	0	70905644	""	46	"A1,A2,A3B,CD,E"	55418638	55418592	55418615	447	401	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"349"	"NW_022170249"	"277"	"R"	"intron"	18093	18049	"."	"-"	"."	"PpyrOR37"	"Intron 3"	"LG1"	0	70905644	""	44	"A1,A2,A3B,CD,E"	55418093	55418049	55418071	990	946	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"350"	"NW_022170249"	"277"	"R"	"intron"	17787	17741	"."	"-"	"."	"PpyrOR37"	"Intron 4"	"LG1"	0	70905644	""	46	"A1,A2,A3B,CD,E"	55417787	55417741	55417764	1298	1252	"PpyrOR37"	"Photinus pyralis"	"Ppyr"	37	""	"2B"	"yes"	"no"
"351"	"NW_022170249"	"277"	"Geneious"	"exon"	36389	36611	"."	"+"	"."	"PpyrOR38PSE"	"Exon A1"	"LG1"	0	70905644	"PSE"	222	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55436389	55436611	55436500	0	222	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"352"	"NW_022170249"	"277"	"Geneious"	"exon"	36668	36801	"."	"+"	"."	"PpyrOR38PSE"	"Exon A2"	"LG1"	0	70905644	"PSE"	133	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55436668	55436801	55436734.5	279	412	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"353"	"NW_022170249"	"277"	"Geneious"	"exon"	37025	37441	"."	"+"	"."	"PpyrOR38PSE"	"Exon A3B Fragment 1"	"LG1"	0	70905644	"PSE"	416	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55437025	55437441	55437233	636	1052	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"354"	"NW_022170249"	"277"	"Geneious"	"exon"	37444	37521	"."	"+"	"."	"PpyrOR38PSE"	"Exon A3B Fragment 2"	"LG1"	0	70905644	"PSE"	77	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55437444	55437521	55437482.5	1055	1132	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"355"	"NW_022170249"	"277"	"Geneious"	"exon"	38374	38637	"."	"+"	"."	"PpyrOR38PSE"	"Exon CD"	"LG1"	0	70905644	"PSE"	263	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55438374	55438637	55438505.5	1985	2248	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"356"	"NW_022170249"	"277"	"Geneious"	"exon"	38686	38742	"."	"+"	"."	"PpyrOR38PSE"	"Exon E"	"LG1"	0	70905644	"PSE"	56	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55438686	55438742	55438714	2297	2353	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"357"	"NW_022170249"	"277"	"R"	"total"	36389	38742	"."	"+"	"."	"PpyrOR38PSE"	"Total length"	"LG1"	0	70905644	"PSE"	2353	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55436389	55438742	55437565.5	0	2353	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"358"	"NW_022170249"	"277"	"R"	"intron"	36612	36667	"."	"+"	"."	"PpyrOR38PSE"	"Intron 1"	"LG1"	0	70905644	"PSE"	55	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55436612	55436667	55436639.5	223	278	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"359"	"NW_022170249"	"277"	"R"	"intron"	36802	37024	"."	"+"	"."	"PpyrOR38PSE"	"Intron 2"	"LG1"	0	70905644	"PSE"	222	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55436802	55437024	55436913	413	635	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"360"	"NW_022170249"	"277"	"R"	"intron"	37442	37443	"."	"+"	"."	"PpyrOR38PSE"	"Intron 3"	"LG1"	0	70905644	"PSE"	1	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55437442	55437443	55437442.5	1053	1054	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"361"	"NW_022170249"	"277"	"R"	"intron"	37522	38373	"."	"+"	"."	"PpyrOR38PSE"	"Intron 4"	"LG1"	0	70905644	"PSE"	851	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55437522	55438373	55437947.5	1133	1984	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"362"	"NW_022170249"	"277"	"R"	"intron"	38638	38685	"."	"+"	"."	"PpyrOR38PSE"	"Intron 5"	"LG1"	0	70905644	"PSE"	47	"A1,A2,A3B Fragment 1,A3B Fragment 2,CD,E"	55438638	55438685	55438661.5	2249	2296	"PpyrOR38PSE"	"Photinus pyralis"	"Ppyr"	38	"PSE"	"2B"	"yes"	"no"
"363"	"NW_022170249"	"277"	"Geneious"	"exon"	41017	41239	"."	"+"	"."	"PpyrOR39PSE"	"Exon A1"	"LG1"	0	70905644	"PSE"	222	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55441017	55441239	55441128	0	222	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"364"	"NW_022170249"	"277"	"Geneious"	"exon"	41300	41439	"."	"+"	"."	"PpyrOR39PSE"	"Exon A2"	"LG1"	0	70905644	"PSE"	139	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55441300	55441439	55441369.5	283	422	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"365"	"NW_022170249"	"277"	"Geneious"	"exon"	41670	42167	"."	"+"	"."	"PpyrOR39PSE"	"Exon A3B"	"LG1"	0	70905644	"PSE"	497	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55441670	55442167	55441918.5	653	1150	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"366"	"NW_022170249"	"277"	"Geneious"	"exon"	42215	42265	"."	"+"	"."	"PpyrOR39PSE"	"Exon CD Fragment 1"	"LG1"	0	70905644	"PSE"	50	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55442215	55442265	55442240	1198	1248	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"367"	"NW_022170249"	"277"	"Geneious"	"exon"	42267	42476	"."	"+"	"."	"PpyrOR39PSE"	"Exon CD Fragment 2"	"LG1"	0	70905644	"PSE"	209	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55442267	55442476	55442371.5	1250	1459	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"368"	"NW_022170249"	"277"	"Geneious"	"exon"	42523	42579	"."	"+"	"."	"PpyrOR39PSE"	"Exon E"	"LG1"	0	70905644	"PSE"	56	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55442523	55442579	55442551	1506	1562	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"369"	"NW_022170249"	"277"	"R"	"total"	41017	42579	"."	"+"	"."	"PpyrOR39PSE"	"Total length"	"LG1"	0	70905644	"PSE"	1562	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55441017	55442579	55441798	0	1562	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"370"	"NW_022170249"	"277"	"R"	"intron"	41240	41299	"."	"+"	"."	"PpyrOR39PSE"	"Intron 1"	"LG1"	0	70905644	"PSE"	59	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55441240	55441299	55441269.5	223	282	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"371"	"NW_022170249"	"277"	"R"	"intron"	41440	41669	"."	"+"	"."	"PpyrOR39PSE"	"Intron 2"	"LG1"	0	70905644	"PSE"	229	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55441440	55441669	55441554.5	423	652	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"372"	"NW_022170249"	"277"	"R"	"intron"	42168	42214	"."	"+"	"."	"PpyrOR39PSE"	"Intron 3"	"LG1"	0	70905644	"PSE"	46	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55442168	55442214	55442191	1151	1197	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"373"	"NW_022170249"	"277"	"R"	"intron"	42266	42266	"."	"+"	"."	"PpyrOR39PSE"	"Intron 4"	"LG1"	0	70905644	"PSE"	0	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55442266	55442266	55442266	1249	1249	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"374"	"NW_022170249"	"277"	"R"	"intron"	42477	42522	"."	"+"	"."	"PpyrOR39PSE"	"Intron 5"	"LG1"	0	70905644	"PSE"	45	"A1,A2,A3B,CD Fragment 1,CD Fragment 2,E"	55442477	55442522	55442499.5	1460	1505	"PpyrOR39PSE"	"Photinus pyralis"	"Ppyr"	39	"PSE"	"2B"	"yes"	"no"
"375"	"NW_022170249"	"296"	"Geneious"	"CDS"	190228	190284	"."	"-"	"."	"PpyrOR4"	"Exon E"	"LG1"	0	70905644	""	56	"A,B,C,D,E"	59390228	59390284	59390256	5592	5648	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"376"	"NW_022170249"	"296"	"Geneious"	"CDS"	190333	190488	"."	"-"	"."	"PpyrOR4"	"Exon D"	"LG1"	0	70905644	""	155	"A,B,C,D,E"	59390333	59390488	59390410.5	5388	5543	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"377"	"NW_022170249"	"296"	"Geneious"	"CDS"	190537	190641	"."	"-"	"."	"PpyrOR4"	"Exon C"	"LG1"	0	70905644	""	104	"A,B,C,D,E"	59390537	59390641	59390589	5235	5339	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"378"	"NW_022170249"	"296"	"Geneious"	"CDS"	194986	195085	"."	"-"	"."	"PpyrOR4"	"Exon B"	"LG1"	0	70905644	""	99	"A,B,C,D,E"	59394986	59395085	59395035.5	791	890	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"379"	"NW_022170249"	"296"	"Geneious"	"CDS"	195131	195876	"."	"-"	"."	"PpyrOR4"	"Exon A"	"LG1"	0	70905644	""	745	"A,B,C,D,E"	59395131	59395876	59395503.5	0	745	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
